,xxx,HOMO-3/LUMO,HOMO-3/LUMO+1,HOMO-3/LUMO+2,HOMO-3/LUMO+3,HOMO-2/LUMO,HOMO-2/LUMO+1,HOMO-2/LUMO+2,HOMO-2/LUMO+3,HOMO-1/LUMO,HOMO-1/LUMO+1,HOMO-1/LUMO+2,HOMO-1/LUMO+3,HOMO/LUMO,HOMO/LUMO+1,HOMO/LUMO+2,HOMO/LUMO+3,IP,EA
758,[Br:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[F-:2],0.47330094294876945,0.5323524751188973,0.5696014532139048,0.5859337166917913,0.4224859958986342,0.48157083249205435,0.5188959347726337,0.5352205455295727,0.4146830739992393,0.4737135125247174,0.5110250370305226,0.5273395537030838,0.3924325706595858,0.4514551036832423,0.4886670517465757,0.5049292047922646,0.3450857536196333,-0.07149456802835033
759,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[C:21]#[N:22])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[Cl:2][H:3],0.42237561503954346,0.4513837398295232,0.47763411374015263,0.5014114718549169,0.41021812325597146,0.43910347347311485,0.4653178896408464,0.48927367012756207,0.36494334230953485,0.3940424611346994,0.42003573169771496,0.4438377554946021,0.16224854815530454,0.19157871151774855,0.21768141096367782,0.2413920073850818,0.3047924353404947,-0.006635522478834965
760,[Br:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([H:11])[N:21]([H:22])[H:23].[F-:2],0.4407323517277037,0.49372711274577874,0.5161086582374921,0.5319977125200918,0.4332288769184648,0.4862855059999366,0.5086267359691516,0.524620802461465,0.4158808404522089,0.46894683782158564,0.4912855070035045,0.5072360950680089,0.39298878384241875,0.44609455816425003,0.46840064944951293,0.4843836985963216,0.33184236133216743,-0.08495305184194117
761,[C:4](=[C:5]([C:11]#[N:12])[C:21]#[N:22])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[F-:1].[H:2][H:3],0.45402952969935295,0.49318727028433995,0.5103229577684882,0.5329509786142373,0.44802045436572613,0.48714310041672554,0.5044655704657013,0.5270292926971006,0.38995762312254384,0.4289555626524333,0.4461050451470183,0.4688890926408301,0.3344848361592053,0.37351267220719025,0.39065985275238946,0.41342281511223505,0.3184969800108036,-0.03585570938084607
762,[Cl:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([N:11]([H:12])[H:13])[C:21]#[N:22].[F-:2],0.4622386248297207,0.4810357055858372,0.5025624550407135,0.5154581004155122,0.44585381649577405,0.4645333005231273,0.48637073893295335,0.4992223334320702,0.4316986355154132,0.4505507742707063,0.4721466999280361,0.4851633547427479,0.4074229606369892,0.4262276072811793,0.44786686254170505,0.46095755851744447,0.3813803108449131,-0.052381847060252285
763,[Cl:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44])([C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23].[F-:2],0.4137568455977914,0.4945050033975817,0.5254601932185856,0.5469097220931742,0.406815240981237,0.48763234138965245,0.5186948280979377,0.5402122397493556,0.385134462830018,0.4658366733824299,0.4968985039547209,0.5183408281535073,0.3490309804949502,0.42977498008496734,0.4607805783184927,0.4823257204646275,0.34770627378451074,-0.02895784571043124
764,[C:4](=[C:5]([H:11])[C:21]#[N:22])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[Cl-:1].[H:2][H:3],0.4479243200207418,0.4997808218177723,0.5164430217928846,0.5321071087634566,0.42659570851469725,0.4784876924797835,0.4951931577041592,0.5108579673466976,0.39423132435642944,0.44625035940976404,0.462801287118635,0.4784811740827754,0.3264743643043829,0.3784380033597373,0.39486693455857874,0.41062509809529,0.28943027144549244,-0.05306205763801229
765,[Cl:1][C@:5]([C@:4]([H:3])([C:31]#[N:32])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[N:21]([H:22])[H:23].[H-:2],0.4600598765908518,0.4818269647851835,0.5054140203190627,0.5255079512375584,0.44370768882661604,0.46544348903129984,0.4890725934730331,0.5091391632143627,0.42203134929459135,0.44376875532713705,0.46732791300868637,0.48748729328073137,0.4029069436366305,0.4246724489647942,0.4482026851021268,0.4683504757212402,0.34751656501490746,-0.07670339702379272
766,[Cl-:2].[Cl:1][C:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]#[N:12])[C:21]#[N:22],0.4665362060736185,0.48757008897141646,0.5139189568082321,0.5339097085249944,0.45514650680448315,0.476161210144799,0.5027582653621483,0.5227310012063555,0.42759116635681194,0.4487200577861847,0.4752843855045875,0.4951081115621327,0.2711121679947082,0.29220267500240027,0.31873534137794896,0.33875238073655056,0.35478938872932386,-0.024890569674812735
767,[Br-:1].[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[C:21]#[N:22])(\[N:31]([H:32])[H:33])[C:41]#[N:42].[Cl:2][H:3],0.4470356279811223,0.4704730651533488,0.48311190991877717,0.49984018341214104,0.4346155976085758,0.45811973590712735,0.4709832123725969,0.48750777898540265,0.3797810313450695,0.4034433016177795,0.41610981234876493,0.4329783915449723,0.07403190547680163,0.09736400262913124,0.11072249172101145,0.12702330121217,0.3221561243105814,0.008699559152209577
768,[Br-:1].[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[C:21]([H:22])([H:23])[H:24])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[H:2][H:3],0.3949535490963164,0.45199306635139724,0.48057260608205576,0.5039944198237017,0.3751505673470156,0.4322505812320653,0.46091671854805777,0.48444527487081696,0.3451149258828676,0.4021914709230311,0.4307263768895869,0.4542876217466862,0.2969995701225699,0.35407620472748286,0.3827879463538546,0.40616055299606124,0.28007391812982363,-0.026688452356537384
769,[Cl-:2].[Cl:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43])([C:11]#[N:12])[H:21],0.44911178537498503,0.4817541635976621,0.5020633067395952,0.5185240650541165,0.4416679624719782,0.47431070685690324,0.4945842634527316,0.511019474173227,0.41509490095021373,0.4476408973101725,0.46789231143269383,0.4844426750969325,0.37319740960398773,0.4058997156415442,0.4260029439922114,0.4427322570569888,0.3336845116374046,-0.06347503471577602
770,[C:4](=[C:5](/[N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23])(\[H:31])[C:41]#[N:42].[F-:1].[F:2][H:3],0.4455096595297139,0.48497395182429026,0.5142955478057231,0.5390572530323468,0.42599062828703466,0.46560255368531245,0.49476125593072207,0.5196959747829777,0.3792483064307097,0.41878525871621486,0.44803513905561115,0.4727496871120505,0.17536821976367056,0.2151978555900398,0.24469982100723148,0.2693171139607936,0.3199209646282057,-0.011926537258377426
771,[C:4](=[C:5](/[N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24])(\[C:31]#[N:32])[N:41]([H:42])[H:43].[Cl-:1].[H:2][H:3],0.4380919107812408,0.49631188788697933,0.5190586781685087,0.5346903378653566,0.428825281102274,0.4870349884103029,0.5097850575138564,0.5254631446270893,0.37572360381818093,0.43390203850093184,0.4566170374730218,0.47235066499625067,0.3045361260156697,0.3624777742666788,0.3853761628307961,0.40103067853029684,0.2803469505943202,-0.039119734412489
772,[Cl:1][C@:5]([C@:4]([H:3])([N+:31]([O-:32])[O:33])[C:41]([H:42])([H:43])[H:44])([C:11]#[N:12])[N:21]([H:22])[H:23].[F-:2],0.4175282070756575,0.4604666397846177,0.49334395888926547,0.5235614908352444,0.4104297648083227,0.4532039647363734,0.486161009350334,0.5164554953819737,0.38233285771249303,0.4253819169374425,0.4581382120891936,0.48837930526017,0.3150836520508683,0.35827523322737675,0.3911155796249052,0.4211076225147684,0.34828951892308546,-0.023159299054600718
773,[Cl:1][C:5]([C:4]([H:3])([N+:31]([O-:32])[O:33])[H:41])([N:11]([H:12])[H:13])[N:21]([H:22])[H:23].[F-:2],0.4171956469280208,0.47885182733600756,0.5057015855152364,0.5318249001038092,0.40276684582070627,0.4644040458875013,0.49115665836665706,0.51742602325286,0.373377298031926,0.4349879230899732,0.4617794878483048,0.48801774043268453,0.3501035321972418,0.4116343287949589,0.4384514458574901,0.4647553035916254,0.3257456998023122,-0.050830709770477725
774,[Cl:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([H:11])[C:21]#[N:22].[F-:2],0.4853833801108204,0.5174226529623235,0.5456444431284291,0.5684472773188044,0.46191074657738795,0.49411531313055124,0.5221913723229268,0.545099440448692,0.4492906279597756,0.48147286539053624,0.5095748614923256,0.532490907612196,0.3914950495025568,0.42370758586206997,0.4519508804410946,0.4748738841842794,0.3564340310262474,-0.067246330623056
775,[C:4](=[C:5]([C:11]([H:12])([H:13])[H:14])[C:21]([H:22])([H:23])[H:24])([N:31]([H:32])[H:33])[C:41]#[N:42].[Cl-:1].[Cl:2][H:3],0.41608495922807276,0.4859652956577053,0.5091694431917803,0.523238534690688,0.4083984056597655,0.4781251049480633,0.5013853676545449,0.5155655848081543,0.379496940946336,0.4492442403393323,0.47226921181900555,0.48649125179135044,0.31367324516179246,0.38333219172347593,0.40654832246192163,0.4206806118189818,0.3001647958460568,-0.022729698930289914
776,[Br:1][C:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44])([C:11]([H:12])([H:13])[H:14])[C:21]([H:22])([H:23])[H:24].[Cl-:2],0.4437521966495672,0.49348354056841187,0.52839042682031,0.547264175074497,0.4295378400070984,0.47930219722079553,0.5142399918235021,0.5331603345471677,0.4055405102456545,0.45522416111856173,0.4901983559786542,0.5090444692439268,0.39293010205583345,0.4426106856026141,0.47764293214121467,0.4965283264116357,0.35283825874310837,-0.05916316166254263
777,[Br:1][C@:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([C:11]#[N:12])[N:21]([H:22])[H:23].[F-:2],0.43160781767364753,0.46896592017307503,0.4934713449863032,0.5201407413233257,0.42265653300705947,0.46009123724266693,0.48459229177004,0.5112708977374263,0.40137749118864485,0.43886279086828744,0.46337597728265445,0.4900908985253358,0.38168709261448797,0.41916464883665583,0.44365671456850997,0.4702986053996244,0.3543935312501404,-0.0527682075576668
778,[F:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44])([H:11])[N+:21]([O-:22])[O:23].[H-:2],0.44066962026685247,0.5426504902806715,0.5622319592032927,0.5757009048770255,0.4179544899941793,0.5199685996452227,0.5395424741894732,0.5531127654325928,0.39433711732424326,0.49632590010205224,0.5159205467429778,0.529376813665569,0.3435058738421256,0.4456251285780066,0.46523993065922264,0.47879584726876157,0.3433714422023779,-0.035186758603543575
779,[Br:1][C@:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[C:21]#[N:22].[F-:2],0.44396939878891867,0.5050319737983445,0.5257796581185188,0.5526580681177891,0.4121624756391354,0.4733290722167768,0.4940084869103202,0.5209934353942363,0.39416293697205007,0.45529607411856354,0.4759985980279834,0.5028637805810793,0.3521321119978751,0.4134121289960732,0.4340237047162045,0.4609963284311764,0.3492321690512937,-0.03218179570315379
780,[Br:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([H:11])[N+:21]([O-:22])[O:23].[F-:2],0.4093139353706272,0.47039107907195127,0.5231068180997036,0.5469608856296932,0.3963087257190094,0.45735209596222715,0.5102986733730301,0.5342505990033048,0.3798190435209336,0.44101087297815483,0.49374486043749377,0.5176804134057544,0.3531649635854161,0.41425671960566895,0.46703287469958193,0.49085641429554877,0.34924057207047665,-0.031339392445487446
781,[Br:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[H:41])([C:11]#[N:12])[N+:21]([O-:22])[O:23].[F-:2],0.4360403918712046,0.4613994997910746,0.5086042362463301,0.5338924222200454,0.42763365682039745,0.4528060130811594,0.4999638238254251,0.5252876215843993,0.4019894369603546,0.42721471668865824,0.4744435519087489,0.49981256563881893,0.1455096542871404,0.17128543703661187,0.21846299441082273,0.2432443336175894,0.3686858339512128,-0.012237038677180878
782,[C:4](=[C:5](/[C:11]#[N:12])[N:21]([H:22])[H:23])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1].[H:2][H:3],0.43938336397621036,0.49932162366498256,0.5241507250488426,0.539504407499207,0.42937533322698657,0.489370214282986,0.5141935184131907,0.5295724477352085,0.3791766493165402,0.4390428741070173,0.46382602884468227,0.4792933729148712,0.30214618170996144,0.3619369255518976,0.3867853626247769,0.4021861739314657,0.2830139839906179,-0.03716711990838427
783,[Cl:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[H:41])([N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23].[H-:2],0.40716959656075746,0.4839251907688949,0.5143198913674276,0.5379417598783158,0.3921610461474799,0.4689181769365593,0.49939279667852626,0.5231438952693837,0.3638012207932485,0.4404870005960923,0.47099686737789365,0.49458174238657937,0.33306744339722294,0.4097917433623435,0.4401334798469322,0.46391412782462255,0.32641133496467944,-0.03042274378556173
784,[Br-:1].[C:4](=[C:5](/[H:11])[N:21]([H:22])[H:23])(\[N:31]([H:32])[H:33])[C:41]#[N:42].[F:2][H:3],0.42458153240427043,0.479235784976172,0.4987949407239912,0.5268136882491625,0.3988608239095105,0.45350773974564007,0.4730327942129162,0.5010050168058756,0.3698866859709296,0.42455360107484597,0.4440146938620363,0.4721000616885009,0.2945648539721287,0.3492214366607917,0.3687430766479033,0.3968116690899632,0.2839168515930237,-0.028758191591514975
785,[Cl-:2].[Cl:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44])([C:11]#[N:12])[H:21],0.4671492240793775,0.50663866077971,0.5317784819144965,0.5472417933118049,0.456343567212239,0.4958064931388151,0.5209239723339809,0.5364027852893167,0.43785149638147763,0.47721181662394907,0.5024637675853919,0.5180029064885832,0.4278587837991532,0.46734437272537477,0.49264231739770975,0.5082357510965616,0.3958578228536399,-0.05917021359110029
786,[Br-:1].[C:4](=[C:5]([H:11])[N:21]([H:22])[H:23])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44].[H:2][H:3],0.4715733388960778,0.5255971471871118,0.5407808198648665,0.5605792419283517,0.43337920073882874,0.4874006457473617,0.5026122180298722,0.5224262647585745,0.3926385308774268,0.4467409529225298,0.4619390672031294,0.4817819078295306,0.3289804730514017,0.383160554298294,0.39835179105062224,0.41810442211270243,0.2759603683188501,-0.06541834279189528
787,[Cl:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]#[N:12])[N:21]([H:22])[H:23].[H-:2],0.45996592692339294,0.49262726980449134,0.5187119713804582,0.5381275364977849,0.43461079385636464,0.4672977930652669,0.4933406492659545,0.5126828400712167,0.4076100028191293,0.4403276449835409,0.46637215436818663,0.48580141000843646,0.3830317699173626,0.4158539615401108,0.4419567535582722,0.46137250237961414,0.34523505610340716,-0.06318323287367382
788,[C:4](=[C:5]([C:11]([H:12])([H:13])[H:14])[C:21]([H:22])([H:23])[H:24])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[H:2][H:3],0.4953966132931291,0.543894434769125,0.5620509480111611,0.5779415637728167,0.4655099609453547,0.5140311150611447,0.5322305996885937,0.5481680512226828,0.4333165660750084,0.4819587197849403,0.4999875407050468,0.5159726258723031,0.3613020980852004,0.40989152594587014,0.4278815398583107,0.4439339031279771,0.2926547373910514,-0.07847794024034994
789,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([N+:11]([O-:12])[O:13])[H:21].[H-:2],0.3954660224980239,0.4527143014705593,0.49733226041870465,0.5202878072106405,0.38053257562799914,0.4376261004606666,0.4823243179490075,0.5054029607228004,0.3547685677450792,0.4118622736891818,0.4565678098668992,0.47945813489660916,0.3273464799317273,0.3846229874963961,0.42900629773478227,0.4519200171992398,0.3274427459001611,-0.030696689302262825
790,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([H:11])[N:21]([H:22])[H:23].[F-:2],0.44111670383653284,0.5029386291637403,0.5231041467997322,0.5374530280537615,0.430946172571412,0.4927900165973612,0.5128695401646526,0.527362470489191,0.41278415055500695,0.4746516836654025,0.4948154218752004,0.5092044711899549,0.3919788144501594,0.4539271444363198,0.4740611474444436,0.48840920056221393,0.3375800775679434,-0.0831921360275477
791,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([H:11])[N:21]([H:22])[H:23].[H-:2],0.4316553371952726,0.4966742022744971,0.5152397215238045,0.5292436334499753,0.41837219478871035,0.48348780972962163,0.5019629038513339,0.5160921699704419,0.39906893089412326,0.46415862593884916,0.48258642111963745,0.49669107481084646,0.3799738554016342,0.4450993237058568,0.4635206988328148,0.47766121305566706,0.329581513974144,-0.07707464851512998
792,[Br:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([N+:11]([O-:12])[O:13])[C:21]([H:22])([H:23])[H:24].[Cl-:2],0.39926166722557255,0.4450634196967342,0.48658447842829233,0.5141789118385823,0.3844802145307995,0.4301969420029367,0.47186963407470833,0.4994566290714311,0.35753748639162297,0.40325765171997074,0.44476678346602966,0.47247643219722313,0.3323775172534643,0.3781667388058814,0.41964355738096903,0.44725486143774507,0.31919211231147127,-0.02745324103970414
793,[C:4](=[C:5](/[H:11])[C:21]([H:22])([H:23])[H:24])(\[C:31]#[N:32])[N:41]([H:42])[H:43].[F-:1].[H:2][H:3],0.47143857418303076,0.5392285393875149,0.5716900419885194,0.592648193997942,0.45848926328321526,0.5262119850816486,0.558528609316515,0.5795003604253273,0.42069259916119944,0.488412338558421,0.5206343794970602,0.5416995685564951,0.3340123018566309,0.4019863007335992,0.4340560064278079,0.45520408116749034,0.3109536526963061,-0.03974660742903321
794,[C:4](=[C:5]([H:11])[H:21])([N:31]([H:32])[H:33])[H:41].[Cl-:1].[H:2][H:3],0.5207896790413414,0.56126690992242,0.5822249526901044,0.6012706533934699,0.49031959806704506,0.5308033115970152,0.551702255464674,0.5708429916457829,0.44593839789529566,0.48659741290953934,0.5074444807614152,0.5265527648253171,0.3613056327562051,0.40186155561698217,0.4226762279595301,0.4419445131006164,0.29522618064095274,-0.09285442291161813
795,[Cl-:2].[Cl:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([C:11]#[N:12])[C:21]([H:22])([H:23])[H:24],0.45118980065946984,0.49327606718789563,0.5120024585423822,0.5298184808444046,0.44100340775915275,0.48311571802519265,0.5019022771221001,0.5197078175006501,0.4291671151518881,0.4712213014558732,0.4898947679802232,0.5077248021203152,0.37088706904509283,0.4130555282295651,0.4316932544436873,0.44974823309340356,0.3365767661967943,-0.05749191664042086
796,[Cl:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([N+:11]([O-:12])[O:13])[C:21]#[N:22].[F-:2],0.43251682760831994,0.46342720797596837,0.5012569419512676,0.5299390330274043,0.4227415499871688,0.45343740377888303,0.4913953938490808,0.5200619000814942,0.38712971514295613,0.4180491806773003,0.4560822807849667,0.4845838808201643,0.2083447411682743,0.2396616668426949,0.2776074662961091,0.30594945322205264,0.35462920625905103,-0.018608337906166828
797,[F:1][C@:5]([C@:4]([H:3])([C:31]#[N:32])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[H:21].[H-:2],0.5165731551471241,0.5324379237080866,0.5616713984221466,0.5806185094578119,0.5026722539470653,0.5185726950995432,0.5478044429428188,0.5667147499856976,0.48002404768212736,0.49606032245610326,0.5253283094931362,0.5441751889784949,0.4232456895318098,0.4392113218382372,0.46838721991464805,0.48734229492506415,0.3583871430505709,-0.09412615702812328
798,[C:4](=[C:5](/[C:11]#[N:12])[N:21]([H:22])[H:23])(\[H:31])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[H:2][H:3],0.44256576596826713,0.5134499781258173,0.5373111288864967,0.555048220547266,0.4301366811969995,0.5010033846497349,0.5249252080833781,0.5425945793365685,0.38394072539801416,0.45470947974063397,0.4787084873109964,0.49638330933553954,0.3171104105065799,0.38777181112895465,0.4119157572782817,0.42948276229167126,0.3062536497433018,-0.02764539309676926
799,[Cl:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([C:11]#[N:12])[C:21]([H:22])([H:23])[H:24].[F-:2],0.4840234282500739,0.5155498738585097,0.5353346983470316,0.5606297817293323,0.4630117960266581,0.49464958835972217,0.514407467836028,0.5396887372133033,0.4479106364504492,0.4795149895409526,0.49925541939698964,0.5245628995646939,0.39472081498300043,0.42640736467776286,0.44612766878561966,0.47151265485241567,0.34310406784817365,-0.07437987656374677
800,[Cl:1][C:5]([C:4]([H:3])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43])([H:11])[H:21].[F-:2],0.5023151236529613,0.5354080426440986,0.5537017234932262,0.5677296376077157,0.4801550632413498,0.5131917043511465,0.5314856713157765,0.5455156877477737,0.4605438893890268,0.4935937778095276,0.5118995365314327,0.5258393559751748,0.4196695348740639,0.45283218939127556,0.4711205354592528,0.48512946505904864,0.3319003832842766,-0.11567746541141322
801,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23].[H-:2],0.3943704354591364,0.45052449571830344,0.4821883207963231,0.5061853073733993,0.37922258669812,0.43523076158976914,0.4670107169873524,0.4909643879895631,0.35171682373990876,0.407757230010553,0.43952002077684516,0.46349757780749634,0.3343350621471751,0.3902455419908911,0.42191851979986283,0.4458890065156572,0.3138406289849174,-0.03811517392980052
802,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[C:21]([H:22])([H:23])[H:24])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[H:2][H:3],0.4031895382333276,0.4774041142760054,0.5017425102314681,0.5175401598373991,0.3838770681062715,0.4582307101625684,0.4825213349506793,0.4984888751765408,0.3444577158934371,0.41881453124555473,0.4430078040033991,0.45906971342589353,0.29325595631389706,0.3675988078107896,0.39187403192608966,0.40779728531948073,0.2775814281094912,-0.02730037778554601
803,[Cl:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([H:11])[N+:21]([O-:22])[O:23].[H-:2],0.40844640544214333,0.4856163403415959,0.5117654600524529,0.5340372426068697,0.3929754219298668,0.47016487775733645,0.4963809541868793,0.518749488705952,0.3556585872822027,0.43284372097031343,0.4591370936490097,0.48131701736186977,0.3257735174560145,0.40316915450954893,0.42920217664347177,0.45159697061624265,0.32172777226253724,-0.029694433387048098
804,[Br-:1].[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[C:31]([H:32])([H:33])[H:34])[C:41]#[N:42].[Cl:2][H:3],0.42748686727886975,0.45194851652136003,0.4786987284597683,0.4998059056447105,0.4222397170155417,0.44658093996600223,0.4735420176410939,0.49458115617975196,0.3743275733667951,0.3988641671074855,0.42560784419786823,0.44664275627848565,0.06270281109693637,0.08693601708913283,0.11355984231704178,0.13450513459599592,0.3313456391353428,0.008046198462438984
805,[C:4](=[C:5]([C:11]#[N:12])[C:21]#[N:22])([C:31]#[N:32])[N:41]([H:42])[H:43].[Cl-:1].[Cl:2][H:3],0.4482721108322959,0.4745397813944038,0.4867387243768094,0.5063528415063031,0.4401184904945342,0.46641043793838044,0.4790874894316842,0.49835369141979663,0.37975479714847205,0.4062349251156954,0.4185868793817501,0.43848518834688804,0.07693887311685729,0.10328145821769272,0.11522263276967148,0.1347089419060919,0.35336288171391805,0.042717035281035085
806,[Cl:1][C:5]([C:4]([H:3])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43])([N+:11]([O-:12])[O:13])[N+:21]([O-:22])[O:23].[H-:2],0.3992771455904066,0.4245182942112879,0.4622628362085828,0.4946097438445308,0.3794830427495253,0.40443347855234907,0.44217565044476814,0.47487491363575207,0.3534134231620166,0.3785643060263131,0.4160845211473208,0.44862051306828965,0.24955481002378804,0.27503536627586445,0.31241416204924377,0.3448533748849216,0.31865703232381415,-0.02393311052667927
807,[C:4](=[C:5](/[N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23])(\[C:31]#[N:32])[H:41].[F-:1].[H:2][H:3],0.4454165608994754,0.487213050272172,0.5135870825973363,0.5391621902632188,0.422531740364263,0.46445039069977206,0.49069006706696533,0.5164512891210331,0.37505007823039743,0.4169613374164561,0.44324759638365946,0.46875966398528063,0.19307235033619016,0.23509806432697494,0.2618603025661532,0.2872625564868624,0.31887086230154127,-0.013109325611037014
808,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23])(\[C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43].[Cl-:1].[H:2][H:3],0.40318953716334527,0.47740411331639676,0.5017425098322787,0.517540158740651,0.3838770681062715,0.4582307089480785,0.4825213369227228,0.498488876258259,0.34445771817278864,0.4188145292400033,0.44300780358794467,0.4590697138119193,0.29325595631389706,0.3675988050348101,0.39187403017671196,0.40779728361300915,0.27758142744626946,-0.027300380660266355
809,[Br-:1].[C:4](=[C:5]([C:11]#[N:12])[C:21]#[N:22])([H:31])[N:41]([H:42])[H:43].[F:2][H:3],0.4429368551107406,0.4703027183105119,0.4926344294421954,0.5166294044336437,0.42200070171265763,0.44912457873843525,0.47171902438291635,0.49561088513163476,0.3831328958585457,0.41017313147163775,0.43266716459417776,0.4568259883439925,0.1849135499577995,0.211828432731009,0.23476171154744763,0.2588295749680126,0.3335309373010857,-0.00453599922463942
810,[Cl:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([N:11]([H:12])[H:13])[C:21]#[N:22].[H-:2],0.45223458720957,0.4846692113148596,0.5111681069911711,0.5320894315591792,0.43479272982887796,0.46724564189834156,0.49373030907970394,0.5145553265121455,0.4090659064221202,0.44157935434241935,0.4680275248030008,0.48892354202523886,0.3800461277380053,0.4125526503456961,0.4390851811446649,0.4600761451111953,0.3397041091662095,-0.06218871738253856
811,[C:4](=[C:5]([C:11]#[N:12])[C:21]([H:22])([H:23])[H:24])([H:31])[H:41].[F-:1].[F:2][H:3],0.4668760142483315,0.5560489301123438,0.5845643616846894,0.6103621795532096,0.45568290477929685,0.5447558196976983,0.5732833509105631,0.5990464538793348,0.4360200142660817,0.5248858790299682,0.5533655888423137,0.5792729614605092,0.36839487011717786,0.4575085956850823,0.48605403215598597,0.5118995787894629,0.36809022370690425,-0.029362845894539902
812,[Br:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([N+:11]([O-:12])[O:13])[C:21]([H:22])([H:23])[H:24].[H-:2],0.3963708466617,0.4496537161519004,0.49276063793078767,0.5191387956958939,0.37906276360548913,0.43230101948246763,0.47553406195825654,0.501896654703259,0.35313960864988203,0.4063326736937062,0.4495119431429336,0.4759235442197253,0.32959895062518435,0.3828163120190706,0.4259303876795414,0.4523732646817905,0.31761804808024585,-0.028439734863286537
