,rxn,smiles,dE0,density
714,717,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[O:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:7])[H:8])[H:6].[O:5]([H:9])[H:13],66.72497,0.017118262157575358
715,718,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[C:4]([O:5][H:13])[H:11].[O:1]([C:2]([C:3]([H:9])([H:10])[H:12])([H:7])[H:8])[H:6],85.15454,0.017372665993294914
716,719,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([c:2]1[o:3][c:6]([H:12])[c:5]([H:11])[c:4]1[H:10])([H:7])([H:8])[H:9],57.7517,0.012337074071976883
717,720,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[O+:3][C-:5]=[C:6]([H:12])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],58.71238,0.012827676902059722
718,721,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2]([O:3][H:11])=[C:4](\[C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9],59.46289,0.013198302992778247
719,722,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[C:6]([H:12])[C:5](=[O:3])[C:4]1([H:10])[H:11])([H:7])([H:8])[H:9],111.56597,0.006262302123382658
720,723,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([O:3][H:12])[C:4]([H:10])([H:11])[C:5]1=[C:6])([H:7])([H:8])[H:9],80.97531,0.019515534693704192
722,725,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[C:6](=[C:5]=[C:4]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9],59.98194,0.013455181149872502
723,726,[C:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([O:3][H:7])[C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:8])[H:9],66.77998000000001,0.01713759157305627
724,727,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[H:6][H:9].[O:1]=[C:2]([C:3]1([H:8])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])[H:7],103.98368,0.00868509377449024
725,728,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[C:2](=[C:3]1[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8].[O:1]([H:6])[H:9],75.72024,0.018977502600385228
726,729,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[C:4](=[C:5]([H:12])[H:13])([H:10])[H:11].[O:1]([C:2](=[C:3]([H:7])[H:9])[H:8])[H:6],87.97753,0.015774468298999898
727,730,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[O:1]1[C:2]([H:7])([H:8])[C@@:3]1([C:4]([C:5]([H:6])([H:12])[H:13])([H:10])[H:11])[H:9],71.94029,0.017874584773129563
728,731,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[O:1]([C:4]([C:5]([C:3](=[C:2]([H:7])[H:8])[H:9])([H:12])[H:13])([H:10])[H:11])[H:6],76.36961,0.01921699755976261
730,733,[O:1]([C:2]([C:3]1([H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:7])[H:8])[H:6]>>[C:3]1([H:9])=[C:5]([H:13])[C:4]1([H:10])[H:11].[H:6][H:12].[O:1]=[C:2]([H:7])[H:8],99.91744,0.009389837891195024
731,734,[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3](=[C:4]([H:14])[H:15])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[O:5]([C:6]([H:16])([H:17])[H:18])[H:12],67.69927,0.017401367086763313
732,735,[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([H:7])([H:8])([H:9])[H:12].[C:2](=[C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])[H:13])([H:10])[H:11],111.24902,0.006386163611708321
733,736,[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C-:4]([O+:5]=[C:6]([H:16])[H:18])([H:14])[H:15].[C:1]([C:2]([C:3]([H:12])([H:13])[H:17])([H:10])[H:11])([H:7])([H:8])[H:9],93.08236,0.012665465265404331
734,737,[C:1]([C:2]([C:3]([C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[C:4](=[O:5])([H:14])[H:15].[C:6]([H:11])([H:16])([H:17])[H:18],89.96465,0.014627934231451279
735,738,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:9])([H:7])[H:8])[H:6]>>[O:1]=[C:2]([C:3]([C:5](=[C:4])[H:9])([H:7])[H:8])[H:6],63.43909,0.015395401901184817
736,739,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:9])([H:7])[H:8])[H:6]>>[O:1]=[C:2]([C:5](=[C:4]=[C:3]([H:7])[H:8])[H:9])[H:6],56.121480000000005,0.011416277126185563
737,740,[O:1]=[C:2]([C:3]([C:4]#[C:5][H:9])([H:7])[H:8])[H:6]>>[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[c:5]1[H:9],56.79597,0.011813046759720837
738,741,[O:1]=[C:2]([C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O+:1](=[C-:2][H:7])[C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9],115.8324,0.00486451464741185
739,742,[O:1]=[C:2]([C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7]>>[H:7][H:9].[O:1]=[C:2]=[C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])[H:8],79.4085,0.0198043115225673
740,743,[O:1]=[C:2]([C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]1[C@:2]2([H:7])[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]1=[N:6]2,101.87022,0.00900687797348509
741,744,[O:1]=[C:2]([C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1](/[C:2](=[C:3](\[C:4]([C:5]#[N:6])([H:10])[H:11])[H:8])[H:7])[H:9],72.36264,0.017944901012410218
742,745,[O:1]=[C:2]([C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C:3]([C:4]([N+:6]#[C-:5])([H:10])[H:11])([H:8])[H:9])[H:7],59.75249,0.01334122143137608
743,746,[O:1]=[C:2]([C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[C:5]1=[N:6][C:4]1([H:10])[H:11],88.72388000000001,0.01535206092883667
744,747,[C:1]([C@@:2]([O:3][H:11])([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[O:3][C@@:4]1([C:5]([C:6]([H:11])([H:15])[H:16])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],72.14305999999999,0.01790652761576216
747,750,[C:1]([C@@:2]([O:3][H:11])([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:4]1[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])([H:8])[H:9].[O:3]([H:11])[H:12],74.44986,0.018509921367013543
748,751,[C:1]([C@@:2]([O:3][H:11])([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])[H:8].[O:3]([H:9])[H:11],65.56341,0.016619306249050114
749,752,[C:1]([C@@:2]([O:3][H:11])([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]([O:3][H:11])([C:4][C:5]([C:6]([H:12])([H:15])[H:16])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],64.61572,0.016104912964385508
750,753,[C:1]([C@@:2]([O:3][H:11])([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4]1([H:12])=[C:5]([H:13])[C:6]1([H:15])[H:16].[H:11][H:14],99.42281,0.009519204454637022
751,754,[C:1]([C@@:2]([O:3][H:11])([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4]1([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16],81.20510999999999,0.019437934831313727
753,756,[C:1]([c:2]1[n:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([c:2]1[n:3][n:4][n:5]([H:10])[c:6]1[H:11])([H:7])([H:8])[H:9],48.47367,0.006711643114181369
754,757,[C:1]([c:2]1[n:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[C+:6][N:5]([H:11])[N:4]([H:10])[N-:3]1)([H:7])([H:8])[H:9],81.12609,0.01946553113521655
755,758,[C:1]([c:2]1[n:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([c:2]1[n:3]([H:10])[n:4][n:5][c:6]1[H:11])([H:7])([H:8])[H:9],49.0428,0.0069719171246391855
756,759,[C:1]([c:2]1[n:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C+:1]([C:2]1=[N:3][N:4]([H:10])[N-:5][C:6]1([H:7])[H:11])([H:8])[H:9],104.38854,0.008616610736648057
758,761,[C:1]([c:2]1[n:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([N:3]=[C:2]=[C:6]([N:5]=[N:4][H:10])[H:11])([H:7])([H:8])[H:9],101.1369,0.0091314692885285
759,762,[C:1]([c:2]1[n:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[N:3]([H:7])[N:4]([H:10])[N:5]=[C:6]1[H:11])([H:8])[H:9],87.75235,0.015900834799894712
760,763,[C:1]([c:2]1[n:3][n:4]([H:10])[n:5][c:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]#[N:3])([H:7])([H:8])[H:9].[N-:4]([N+:5]#[C:6][H:11])[H:10],72.50317,0.017971592839317194
761,764,[O:1]([C:2]([C:3]#[C:4][H:8])([H:6])[H:7])[H:5]>>[C+:2](=[C:3]=[C-:4][H:8])[H:6].[O:1]([H:5])[H:7],74.25763,0.018444371631790555
762,765,[O:1]([C:2]([C:3]#[C:4][H:8])([H:6])[H:7])[H:5]>>[O:1]([C:2]([C:4](=[C:3])[H:8])([H:6])[H:7])[H:5],54.12311,0.010123343549274083
763,766,[O:1]([C:2]([C:3]#[C:4][H:8])([H:6])[H:7])[H:5]>>[O:1]([C:2](=[C:3]=[C:4]([H:7])[H:8])[H:6])[H:5],65.529,0.01660207916421257
764,767,[C:1]([C:2]([C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C:4][C:5]([C:6]([H:14])([H:17])[H:18])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],65.65838000000001,0.01666619072547474
765,768,[C:1]([C:2]([C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([H:10])([H:11])[H:13])([H:7])([H:8])[H:9].[C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:12],89.55742,0.014869371441955223
766,769,[C:1]([C:2]([C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]([H:15])[H:16])([C:6]([H:11])([H:17])[H:18])[H:14],76.99338,0.019427541176869182
767,770,[C:1]([C:2]([C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[C:3](=[C:4]([C:5]([C:6]([H:7])([H:17])[H:18])([H:15])[H:16])[H:14])([H:12])[H:13],81.57193000000001,0.019298007994161013
768,771,[C:1]([C:2]([C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[C:3](=[C:4]1[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13].[H:7][H:14],101.13829,0.00913121549753456
769,772,[C:1]([C:2]([C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](/[C:3](=[C:4](/[C:6](=[C:5]([H:15])[H:16])[H:17])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:13][H:18],103.47879,0.00876456092472847
770,773,[C:1]([C:2]([C:3]([C:4]1([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C:3]([C:4](=[C:5]([H:15])[H:16])[H:14])([H:12])[H:13])([H:10])[H:11])([C:6]([H:7])([H:17])[H:18])([H:8])[H:9],97.81767,0.010059776099204405
771,774,[C:1]([C:2]12[C:3]([H:10])([H:11])[C:4]([H:12])([C:5]1([H:13])[H:14])[O:6]2)([H:7])([H:8])[H:9]>>[C:1]([C:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9],85.91274,0.016936389738143265
773,776,[C:1]([C:2]12[C:3]([H:10])([H:11])[C:4]([H:12])([C:5]1([H:13])[H:14])[O:6]2)([H:7])([H:8])[H:9]>>[C:1]([C@:2]1([C:5]([C:4][H:12])([H:13])[H:14])[C:3]([H:10])([H:11])[O:6]1)([H:7])([H:8])[H:9],87.60687,0.015982337386020794
774,777,[C:1]([C:2]12[C:3]([H:10])([H:11])[C:4]([H:12])([C:5]1([H:13])[H:14])[O:6]2)([H:7])([H:8])[H:9]>>[C:1]([C:2]1([C:5]([H:12])([H:13])[H:14])[C:3]([H:10])([H:11])[C-:4]=[O+:6]1)([H:7])([H:8])[H:9],60.28859,0.01360914271292126
775,778,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1](=[C:2](/[O:3][H:7])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])\[H:8],44.72935,0.005345106264183253
776,779,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[C:4]1([H:8])([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12].[N:1](=[C:2]=[O:3])[H:7],84.5571,0.017720098193136073
777,780,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1](/[C:2]([O:3][H:10])=[C:4]([C:5](=[N:6]/[H:12])/[H:11])\[H:9])([H:7])[H:8],62.80366,0.015006989122370919
778,781,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1](/[C:2]([O:3][H:9])=[C:4]1/[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8],65.02556,0.016336668016395266
779,782,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2](=[O+:3][N-:6][H:12])[C:4](=[C:5]([H:10])[H:11])[H:9])([H:7])[H:8],107.31215,0.007898827939670446
780,783,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2]([O-:3])=[C:4]=[N+:6]([C:5]([H:9])([H:10])[H:11])[H:12])([H:7])[H:8],69.15772,0.017624235836994524
781,784,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C@@:2]1([O:3][H:12])[C@@:4]2([H:9])[C:5]([H:10])([H:11])[N:6]12)([H:7])[H:8],63.83668,0.01563918483806654
782,785,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[C:2](=[O:3])=[C:4]1[C:5]([H:10])([H:11])[N:6]1[H:12].[N:1]([H:7])([H:8])[H:9],83.02008000000001,0.01859668286287882
783,786,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2]([O-:3])=[C:4]1[C:5]([H:10])([H:11])[N+:6]1([H:9])[H:12])([H:7])[H:8],72.01723,0.017886320321027955
784,787,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C+:2]([O:3][H:11])[C@@:4]1([H:9])[C-:5]([H:10])[N:6]1[H:12])([H:7])[H:8],100.94486,0.009167300022421098
785,788,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2]([O-:3])=[C:4]([N+:6](=[C:5]([H:10])[H:11])[H:12])[H:9])([H:7])[H:8],43.33004,0.004797467871660523
786,789,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[N+:6]1([H:12])[C-:4]([H:9])[C:5]1([H:10])[H:11])([H:7])[H:8],66.35273000000001,0.016976895561907568
787,790,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2]1=[C:4]([H:9])[C:5]([H:10])([H:11])[N:6]([H:12])[O:3]1)([H:7])[H:8],64.32786999999999,0.015935786970225588
788,791,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2](=[O:3])/[C:4](=[N:6]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:7])[H:8],62.75116,0.014975237039046052
789,792,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([N:6]=[C:5]([H:10])[H:11])([H:9])[H:12])([H:7])[H:8],65.21771,0.016440767775457412
790,793,[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C@@:4]1([H:9])[C-:5]([H:11])[N+:6]1([H:10])[H:12])([H:7])[H:8],65.41752,0.01654541832303648
791,794,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C@@:2]1([H:10])[C:3]([H:8])=[N:4][C:5]([H:9])=[N:6]1)[H:7],49.66947,0.007285826792035125
792,795,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C:2][N:6]([C:5](=[N+:4]=[C-:3][H:8])[H:9])[H:10])[H:7],88.8154,0.01529972326743878
793,796,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C:2]1=[N:6][C:5]([H:9])([H:10])[N:4]=[C:3]1[H:8])[H:7],45.91338,0.005756329591036464
794,797,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C@@:5]1([H:9])[N-:4][C:3]([H:8])=[C+:2][N:6]1[H:10])[H:7],119.86852,0.0038476458336521133
795,798,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C:2]1=[C:3]([H:8])[N:4]1/[C:5](=[N:6]/[H:10])[H:9])[H:7],97.90893,0.010023771843555414
796,799,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C@@:2]1([H:8])[C-:3]=[N+:4]=[C:5]([H:9])[N:6]1[H:10])[H:7],74.60677,0.01856489602692446
797,800,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C:2][N:6]([C@:5]1([H:9])[C:3]([H:8])=[N:4]1)[H:10])[H:7],120.58519,0.0036763184323634706
799,803,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[N:4]#[C:5][H:9].[O:1]([C:2]1=[C:3]([H:8])[N:6]1[H:10])[H:7],101.2493,0.00911119138946211
801,805,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C:2]1=[C:3]([H:8])[N:4]([H:9])[C:5][N:6]1[H:10])[H:7],65.80236,0.016735358753075708
802,806,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([c:2]1[c-:3][n:4]([H:8])[c+:5]([H:9])[n:6]1[H:10])[H:7],79.83109,0.019770121696622713
803,807,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1]([C:2]/[C:3](=[N:4]/[C:5](=[N:6]/[H:10])[H:9])[H:8])[H:7],94.61303,0.01170207323230044
804,808,[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7]>>[O:1](/[C:2]([C:3](=[N+:4]=[C-:5][H:9])[H:8])=[N:6]\[H:10])[H:7],55.23135,0.010859022484162666
805,809,[C:1]([C:2]([O:3][C:4](=[O:5])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4](=[O:5])=[N:6][H:12],52.27491,0.008865440289802438
806,810,[C:1]([C:2]([O:3][C:4](=[O:5])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:7])[H:9].[O:3]=[C:4]([O:5][H:8])[N:6]([H:12])[H:13],47.0703,0.006156980511953199
807,811,[C:1]([C:2]([O:3][C:4](=[O:5])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[O:3][C@@:4]1([O:5][H:8])[N:6]([H:12])[H:13],83.12774,0.01853784131951689
808,812,[C:1]([C:2]([O:3][C:4](=[O:5])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:7])[H:9].[N:6]([H:8])([H:12])[H:13].[O:3]=[C:4]=[O:5],60.55004,0.013742440747320403
809,813,[C:1]([C:2]([O:3][C:4](=[O:5])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3]/[C:4]([O:5][H:13])=[N:6]\[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],48.86817,0.006889589251396837
810,814,[C:1]([C:2]([O:3][C:4](=[O:5])[N:6]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:11])([H:7])([H:8])[H:9].[C:4](=[O:5])([N:6]([H:12])[H:13])[H:10],86.26510999999999,0.016736002504054413
811,815,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])=[C:5]([H:13])[C@@:6]12[H:14]>>[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C-:4]=[C:5]([H:13])[C+:6]1[H:14])([H:7])([H:8])[H:12],87.44755,0.016071525286782563
813,817,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])=[C:5]([H:13])[C@@:6]12[H:14]>>[C:1]([C:2](=[C:3]([H:10])[H:11])[H:9])(/[C:6](=[C:5](\[C:4][H:12])[H:13])[H:14])([H:7])[H:8],83.59279000000001,0.018277493785191775
815,819,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])=[C:5]([H:13])[C@@:6]12[H:14]>>[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C:3]([H:10])([H:11])[C:4][C:5]([H:12])([H:13])[C@:6]12[H:14],69.59747,0.017661061268528205
